# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 47K of event 'cycles:u'
# Event count (approx.): 1956954042668
#
# Children      Self       Samples  Symbol                           IPC   [IPC Coverage]
# ........  ........  ............  ...............................  ....................
#
     0.00%     0.00%             0  [.] 0x6e09bae2d837d13f           -      -            
     0.00%     0.00%             0  [.] 0x7e0d9f6a9e5ad49d           -      -            
     0.00%     0.00%             0  [.] 0x07e49cebf7e3f595           -      -            
     0.00%     0.00%             0  [.] 0xf8ce7df951bc2d53           -      -            
     0.00%     0.00%             0  [.] 0xae577303baeb40f1           -      -            
     0.00%     0.00%             0  [.] 0xb1765ac4cac4e375           -      -            
     0.00%     0.00%             0  [.] 0xb146edbc525e2564           -      -            
     0.00%     0.00%             0  [.] 0x0656c8a1c9e4645d           -      -            
     0.00%     0.00%             0  [.] 0x0294357bbc8843a9           -      -            
     0.00%     0.00%             0  [.] 0x1c7d02854b3cfcab           -      -            
     0.00%     0.00%             0  [.] 0xf77e6f72ea9a49ec           -      -            
     0.00%     0.00%             0  [.] 0x9ea8aed83677a643           -      -            
     0.00%     0.00%             0  [.] 0x98cd3b6d6e22fc74           -      -            
     0.00%     0.00%             0  [.] 0x3fac92da81f7928e           -      -            
     0.00%     0.00%             0  [.] 0x913a8833c102cc28           -      -            
     0.00%     0.00%             0  [.] 0x2bb3c0055dbe6643           -      -            
     0.00%     0.00%             0  [.] 0xaaaf9ffe5949a26a           -      -            
     0.00%     0.00%             0  [.] 0xe83fc6d077139b86           -      -            
     0.00%     0.00%             0  [.] 0xb684540cdc3bc956           -      -            
     0.00%     0.00%             0  [.] 0x846a84cdec39ccca           -      -            
     0.00%     0.00%             0  [.] 0xac705c9cf5c85b98           -      -            
     0.00%     0.00%             0  [.] 0xc147d313379cdf66           -      -            
     0.00%     0.00%             0  [.] 0x1b67fc81e0e8ea73           -      -            
     0.00%     0.00%             0  [.] 0xc2b71ca3cd96d25a           -      -            
     0.00%     0.00%             0  [.] 0x1f4646df249491c2           -      -            
     0.00%     0.00%             0  [.] 0x9d7929ab343971b9           -      -            
     0.00%     0.00%             0  [.] 0x1b7e5fb0edb15f00           -      -            
     0.00%     0.00%             0  [.] 0x1189d2fcfafaba45           -      -            
     0.00%     0.00%             0  [.] 0x5033da28025e2eb1           -      -            
     0.00%     0.00%             0  [.] 0xbbbb846a01c6eca5           -      -            
     0.00%     0.00%             0  [.] 0x4e872cebf4f091ba           -      -            
     0.00%     0.00%             0  [.] 0x68b1bee5b6ed432c           -      -            
     0.00%     0.00%             0  [.] 0x9966450f5293e201           -      -            
     0.00%     0.00%             0  [.] 0x300da04f01366c2d           -      -            
     0.00%     0.00%             0  [.] 0x1c4a8c15c9988acf           -      -            
     0.00%     0.00%             0  [.] 0x8bde929d463cc531           -      -            
     0.00%     0.00%             0  [.] 0xdb262d1b4c627b40           -      -            
     0.00%     0.00%             0  [.] 0xe02dc6f6e5e71e8a           -      -            
     0.00%     0.00%             0  [.] 0x0e2e2b08d35caa85           -      -            
     0.00%     0.00%             0  [.] 0x9053ba84422f4f45           -      -            
     0.00%     0.00%             0  [.] 0xc81bf37f33c6f8d0           -      -            
     0.00%     0.00%             0  [.] 0x281c1558f1c750f5           -      -            
     0.00%     0.00%             0  [.] 0x6bdf625904f99eb8           -      -            
     0.00%     0.00%             0  [.] 0xd4cf5709c63eca1e           -      -            
     0.00%     0.00%             0  [.] 0x8d896b350a5230d1           -      -            
     0.00%     0.00%             0  [.] 0x644ea46d1e2374bd           -      -            
     0.00%     0.00%             0  [.] 0xe585f21c5b2a008b           -      -            
     0.00%     0.00%             0  [.] 0x0d08b1c75b2b3c34           -      -            
     0.00%     0.00%             0  [.] 0xd7d9e50939ffa878           -      -            
     0.00%     0.00%             0  [.] 0xe82a0ddf32f5db8f           -      -            
     0.00%     0.00%             0  [.] 0xef57fb92d03fabdb           -      -            
     0.00%     0.00%             0  [.] 0xa07833689cbf2fc8           -      -            
     0.00%     0.00%             0  [.] 0xf9d5340eb3cf740f           -      -            
     0.00%     0.00%             0  [.] 0x0845b218ed38ba60           -      -            
     0.00%     0.00%             0  [.] 0xb55d03936304dfdc           -      -            
     0.00%     0.00%             0  [.] 0xd42ab3dc2c3f37b6           -      -            
     0.00%     0.00%             0  [.] 0x91a4979ff90a4b26           -      -            
     0.00%     0.00%             0  [.] 0xe05f012025792a73           -      -            
     0.00%     0.00%             0  [.] 0xe457d0bd7e07b950           -      -            
     0.00%     0.00%             0  [.] 0x661914cbba9e3c7f           -      -            
     0.00%     0.00%             0  [.] 0xffd633697c74762a           -      -            
     0.00%     0.00%             0  [.] 0xaf2f806db27a722f           -      -            
     0.00%     0.00%             0  [.] 0xef672ad8ba29ce32           -      -            
     0.00%     0.00%             0  [.] 0xb373bb2aace84397           -      -            
     0.00%     0.00%             0  [.] 0x639ccce699557b64           -      -            
     0.00%     0.00%             0  [.] 0x29cec9b9d867888e           -      -            
     0.00%     0.00%             0  [.] 0x0830056a5bd62ca4           -      -            
     0.00%     0.00%             0  [.] 0x89d364746aa01750           -      -            
     0.00%     0.00%             0  [.] 0x07cfb95efff1fb97           -      -            
     0.00%     0.00%             0  [.] 0x0f6ed8db1ad1311b           -      -            
     0.00%     0.00%             0  [.] 0xc6e2d4f612a63867           -      -            
     0.00%     0.00%             0  [.] 0x4abf6953f25078d1           -      -            
     0.00%     0.00%             0  [.] 0xe38a2c92fa10bf43           -      -            
     0.00%     0.00%             0  [.] 0x8e162aac77180134           -      -            
     0.00%     0.00%             0  [.] 0x8cd2586357938911           -      -            
     0.00%     0.00%             0  [.] 0xc987af77efba9ba5           -      -            
     0.00%     0.00%             0  [.] 0x25a90631aae37df8           -      -            
     0.00%     0.00%             0  [.] 0x8a06ee2998ce50ec           -      -            
     0.00%     0.00%             0  [.] 0xd2b521f46d95820d           -      -            
     0.00%     0.00%             0  [.] 0xd4dcb667b80794e6           -      -            
     0.00%     0.00%             0  [.] 0x3bd04fe8ced5c1a7           -      -            
     0.00%     0.00%             0  [.] 0xfa1c10286569457f           -      -            
     0.00%     0.00%             0  [.] 0xaef0f82a242e3de8           -      -            
     0.00%     0.00%             0  [.] 0x1a3e62c58150da46           -      -            
     0.00%     0.00%             0  [.] 0x8f65205f7cc520fd           -      -            
     0.00%     0.00%             0  [.] 0x1965ece5ed3abf58           -      -            
     0.00%     0.00%             0  [.] 0xeecccac9998614f6           -      -            
     0.00%     0.00%             0  [.] 0x6b0b999a3ed73690           -      -            
     0.00%     0.00%             0  [.] 0xdbeff5ba7aeec42a           -      -            
     0.00%     0.00%             0  [.] 0x3b2ac53348bc2038           -      -            
     0.00%     0.00%             0  [.] 0xdd92dd6fa30136f4           -      -            
     0.00%     0.00%             0  [.] 0x37dab1669d0f7a24           -      -            
     0.00%     0.00%             0  [.] 0xccfcf84b00f7f07c           -      -            
     0.00%     0.00%             0  [.] 0xd227c466343b5e4b           -      -            
     0.00%     0.00%             0  [.] 0x54e1ae6002c1dc1a           -      -            
     0.00%     0.00%             0  [.] 0xeb480b4abd92d352           -      -            
     0.00%     0.00%             0  [.] 0x439557681838a0a3           -      -            
     0.00%     0.00%             0  [.] 0x6779856017d2afe8           -      -            
     0.00%     0.00%             0  [.] 0x35b075fb7e541307           -      -            
     0.00%     0.00%             0  [.] 0xb9dc9a38951a0174           -      -            
     0.00%     0.00%             0  [.] 0xe136c0b48bd87690           -      -            
     0.00%     0.00%             0  [.] 0x737ecedc1b2da24f           -      -            
     0.00%     0.00%             0  [.] 0x0b72e171d731980b           -      -            
     0.00%     0.00%             0  [.] 0x93c53a5950b0e4fb           -      -            
     0.00%     0.00%             0  [.] 0x2584e57076cecf22           -      -            
     0.00%     0.00%             0  [.] 0xad5038c3d63e16d9           -      -            
     0.00%     0.00%             0  [.] 0x728303f262e3ee5e           -      -            
     0.00%     0.00%             0  [.] 0xba59dcf27b10017d           -      -            
     0.00%     0.00%             0  [.] 0x986657bf93bbf468           -      -            
     0.00%     0.00%             0  [.] 0xc020941cc842d927           -      -            
     0.00%     0.00%             0  [.] 0x4293b7686c1670a7           -      -            
